time    disp    force
1	0	2.394
2	0	1.9667
3	0	0.097007
4	0	1.6712
5	0	2.1594
6	0	0.33122
7	0	0.64994
8	0	2.4331
9	0	0.41599
10	0	2.6457
11	0	2.7707
12	0	0.038267
13	0	1.1315
14	0	0.50344
15	0	1.6207
16	0	0.30499
17	0	0.1178
18	0	2.7997
19	0	2.9148
20	0	1.0828
21	0	1.9326
22	0	0.20384
23	0	0.62374
24	0	0.11881
25	0	1.4081
26	0	0.45029
27	0	2.9739
28	0	1.2812
29	0	2.8661
30	0	2.1727
31	0	1.7427
32	0	1.6208
33	0	2.1163
34	0	0.015087
35	0	2.3475
36	0	2.7806
37	0	0.024887
38	0	2.4739
39	0	2.302
40	0	2.9914
41	0	0.68296
42	0	2.7586
43	0	1.926
44	0	0.31596
45	0	0.80448
46	0	2.2915
47	0	2.4165
48	0	0.31276
49	0	1.4093
50	0	0.65719
51	0	2.7681
52	0	0.96097
53	0	2.5726
54	0	0.77954
55	0	2.6342
56	0	0.5648
57	0	2.2776
58	0	0.095068
59	0	1.927
60	0.016667	3.0875
61	0.033333	3.9031
62	0.05	4.7984
63	0.066667	7.9242
64	0.083333	7.371
65	0.1	9.789
66	0.11667	9.747
67	0.13333	11.655
68	0.15	13.938
69	0.16667	16.384
70	0.18333	15.679
71	0.2	18.84
72	0.21667	20.103
73	0.23333	19.52
74	0.25	22.27
75	0.26667	25.105
76	0.28333	23.915
77	0.3	27.194
78	0.31667	28.267
79	0.33333	29.521
80	0.35	30.621
81	0.36667	32.216
82	0.38333	33.179
83	0.4	33.515
84	0.41667	35.545
85	0.43333	37.744
86	0.45	39.347
87	0.46667	41.626
88	0.48333	43.154
89	0.5	41.889
90	0.51667	44.98
91	0.53333	46.19
92	0.55	47.19
93	0.56667	48.224
94	0.58333	49.969
95	0.6	51.942
96	0.61667	54.195
97	0.63333	52.97
98	0.65	56.483
99	0.66667	57.249
100	0.68333	59.601
101	0.7	58.554
102	0.71667	60.518
103	0.73333	61.18
104	0.75	63.924
105	0.76667	66.104
106	0.78333	66.035
107	0.8	67.249
108	0.81667	68.953
109	0.83333	70.706
110	0.85	72.945
111	0.86667	73.65
112	0.88333	74.655
113	0.9	77.611
114	0.91667	79.177
115	0.93333	79.553
116	0.95	79.451
117	0.96667	82.297
118	0.98333	82.978
119	1	86.189
120	1.0167	85.463
121	1.0333	88.108
122	1.05	88.982
123	1.0667	89.343
124	1.0833	92.219
125	1.1	91.689
126	1.1167	93.477
127	1.1333	94.448
128	1.15	98.353
129	1.1667	99.604
130	1.1833	98.826
131	1.2	101.09
132	1.2167	101.61
133	1.2333	104.35
134	1.25	106.87
135	1.2667	106.18
136	1.2833	109.76
137	1.3	109.23
138	1.3167	110.19
139	1.3333	112.95
140	1.35	115.26
141	1.3667	115.6
142	1.3833	115.31
143	1.4	117.62
144	1.4167	118.39
145	1.4333	119.97
146	1.45	120.82
147	1.4667	124.75
148	1.4833	125.82
149	1.5	125.94
150	1.5167	128.71
151	1.5333	129.86
152	1.55	130.85
153	1.5667	131.55
154	1.5833	132.84
155	1.6	133.41
156	1.6167	135.56
157	1.6333	137.56
158	1.65	138.69
159	1.6667	140.63
160	1.6833	141.62
161	1.7	143.91
162	1.7167	143.15
163	1.7333	145.63
164	1.75	147.4
165	1.7667	147.58
166	1.7833	150.24
167	1.8	149.94
168	1.8167	152.9
169	1.8333	155.09
170	1.85	155.45
171	1.8667	156.65
172	1.8833	157.17
173	1.9	158.19
